town,candidate,first_choice_votes,town_total_ballots,first_choice_pct,candidate_short
Canton,"Eves, Mark W.",5,51,9.8,Eves
Canton,"Mills, Janet T.",35,51,68.63,Mills
Canton,"Russell, Diane Marie",3,51,5.88,Russell
Canton,"Sweet, Elizabeth A.",2,51,3.92,Sweet
Cape Elizabeth,"Cote, Adam Roland",927,2254,41.13,Cote
Cape Elizabeth,"Dion, Donna J.",16,2254,0.71,Dion_Donna
Cape Elizabeth,"Dion, Mark N.",77,2254,3.42,Dion_Mark
Cape Elizabeth,"Eves, Mark W.",197,2254,8.74,Eves
Cape Elizabeth,"Mills, Janet T.",699,2254,31.01,Mills
Cape Elizabeth,"Russell, Diane Marie",48,2254,2.13,Russell
Cape Elizabeth,"Sweet, Elizabeth A.",290,2254,12.87,Sweet
Caratunk,"Cote, Adam Roland",2,6,33.33,Cote
Caratunk,"Mills, Janet T.",3,6,50.0,Mills
Caratunk,"Sweet, Elizabeth A.",1,6,16.67,Sweet
Caribou,"Cote, Adam Roland",117,351,33.33,Cote
Caribou,"Dion, Donna J.",6,351,1.71,Dion_Donna
Caribou,"Dion, Mark N.",10,351,2.85,Dion_Mark
Caribou,"Eves, Mark W.",26,351,7.41,Eves
Caribou,"Mills, Janet T.",125,351,35.61,Mills
Caribou,"Russell, Diane Marie",7,351,1.99,Russell
Caribou,"Sweet, Elizabeth A.",60,351,17.09,Sweet
Carmel,"Cote, Adam Roland",18,114,15.79,Cote
Carmel,"Dion, Donna J.",1,114,0.88,Dion_Donna
Carmel,"Dion, Mark N.",3,114,2.63,Dion_Mark
Carmel,"Eves, Mark W.",24,114,21.05,Eves
Carmel,"Mills, Janet T.",49,114,42.98,Mills
Carmel,"Russell, Diane Marie",3,114,2.63,Russell
Carmel,"Sweet, Elizabeth A.",16,114,14.04,Sweet
Carrabassett Valley,"Cote, Adam Roland",20,76,26.32,Cote
Carrabassett Valley,"Dion, Donna J.",1,76,1.32,Dion_Donna
Carrabassett Valley,"Eves, Mark W.",2,76,2.63,Eves
Carrabassett Valley,"Mills, Janet T.",44,76,57.89,Mills
Carrabassett Valley,"Russell, Diane Marie",2,76,2.63,Russell
Carrabassett Valley,"Sweet, Elizabeth A.",7,76,9.21,Sweet
Carroll Plt,"Eves, Mark W.",2,4,50.0,Eves
Carroll Plt,"Mills, Janet T.",1,4,25.0,Mills
Carroll Plt,"Sweet, Elizabeth A.",1,4,25.0,Sweet
Carthage,"Cote, Adam Roland",7,28,25.0,Cote
Carthage,"Dion, Donna J.",1,28,3.57,Dion_Donna
Carthage,"Eves, Mark W.",2,28,7.14,Eves
Carthage,"Mills, Janet T.",15,28,53.57,Mills
Carthage,"Russell, Diane Marie",1,28,3.57,Russell
Carthage,"Sweet, Elizabeth A.",2,28,7.14,Sweet
Cary Plt,"Mills, Janet T.",2,4,50.0,Mills
Cary Plt,"Sweet, Elizabeth A.",2,4,50.0,Sweet
Casco,"Cote, Adam Roland",64,261,24.52,Cote
Casco,"Dion, Donna J.",2,261,0.77,Dion_Donna
Casco,"Dion, Mark N.",26,261,9.96,Dion_Mark
Casco,"Eves, Mark W.",32,261,12.26,Eves
Casco,"Mills, Janet T.",62,261,23.75,Mills
Casco,"Russell, Diane Marie",9,261,3.45,Russell
Casco,"Sweet, Elizabeth A.",66,261,25.29,Sweet
Castine,"Cote, Adam Roland",31,143,21.68,Cote
Castine,"Dion, Donna J.",1,143,0.7,Dion_Donna
Castine,"Dion, Mark N.",3,143,2.1,Dion_Mark
Castine,"Eves, Mark W.",10,143,6.99,Eves
Castine,"Mills, Janet T.",66,143,46.15,Mills
Castine,"Russell, Diane Marie",3,143,2.1,Russell
Castine,"Sweet, Elizabeth A.",29,143,20.28,Sweet
Castle Hill,"Cote, Adam Roland",10,18,55.56,Cote
Castle Hill,"Mills, Janet T.",6,18,33.33,Mills
Castle Hill,"Sweet, Elizabeth A.",2,18,11.11,Sweet
Caswell,"Cote, Adam Roland",5,13,38.46,Cote
Caswell,"Eves, Mark W.",1,13,7.69,Eves
Caswell,"Mills, Janet T.",3,13,23.08,Mills
Caswell,"Russell, Diane Marie",2,13,15.38,Russell
Caswell,"Sweet, Elizabeth A.",2,13,15.38,Sweet
Cathance Twp,"Cote, Adam Roland",2,5,40.0,Cote
Cathance Twp,"Eves, Mark W.",1,5,20.0,Eves
Cathance Twp,"Mills, Janet T.",2,5,40.0,Mills
Centerville Twp,"Eves, Mark W.",1,1,100.0,Eves
Chapman,"Cote, Adam Roland",5,25,20.0,Cote
Chapman,"Dion, Mark N.",1,25,4.0,Dion_Mark
Chapman,"Eves, Mark W.",3,25,12.0,Eves
Chapman,"Mills, Janet T.",8,25,32.0,Mills
Chapman,"Russell, Diane Marie",3,25,12.0,Russell
Chapman,"Sweet, Elizabeth A.",5,25,20.0,Sweet
Charleston,"Cote, Adam Roland",13,45,28.89,Cote
Charleston,"Dion, Donna J.",1,45,2.22,Dion_Donna
Charleston,"Dion, Mark N.",2,45,4.44,Dion_Mark
Charleston,"Eves, Mark W.",6,45,13.33,Eves
Charleston,"Mills, Janet T.",11,45,24.44,Mills
Charleston,"Russell, Diane Marie",1,45,2.22,Russell
Charleston,"Sweet, Elizabeth A.",11,45,24.44,Sweet
Charlotte,"Cote, Adam Roland",5,20,25.0,Cote
Charlotte,"Dion, Mark N.",1,20,5.0,Dion_Mark
Charlotte,"Eves, Mark W.",2,20,10.0,Eves
Charlotte,"Mills, Janet T.",9,20,45.0,Mills
Charlotte,"Sweet, Elizabeth A.",3,20,15.0,Sweet
Chebeague Island,"Cote, Adam Roland",23,105,21.9,Cote
Chebeague Island,"Dion, Mark N.",2,105,1.9,Dion_Mark
Chebeague Island,"Eves, Mark W.",10,105,9.52,Eves
Chebeague Island,"Mills, Janet T.",54,105,51.43,Mills
Chebeague Island,"Russell, Diane Marie",1,105,0.95,Russell
Chebeague Island,"Sweet, Elizabeth A.",15,105,14.29,Sweet
Chelsea,"Cote, Adam Roland",57,233,24.46,Cote
Chelsea,"Dion, Donna J.",4,233,1.72,Dion_Donna
Chelsea,"Dion, Mark N.",14,233,6.01,Dion_Mark
Chelsea,"Eves, Mark W.",22,233,9.44,Eves
Chelsea,"Mills, Janet T.",95,233,40.77,Mills
Chelsea,"Russell, Diane Marie",2,233,0.86,Russell
Chelsea,"Sweet, Elizabeth A.",39,233,16.74,Sweet
Cherryfield,"Cote, Adam Roland",17,67,25.37,Cote
Cherryfield,"Eves, Mark W.",6,67,8.96,Eves
Cherryfield,"Mills, Janet T.",29,67,43.28,Mills
Cherryfield,"Russell, Diane Marie",4,67,5.97,Russell
Cherryfield,"Sweet, Elizabeth A.",11,67,16.42,Sweet
Chester,"Cote, Adam Roland",5,18,27.78,Cote
Chester,"Eves, Mark W.",1,18,5.56,Eves
Chester,"Mills, Janet T.",9,18,50.0,Mills
Chester,"Sweet, Elizabeth A.",3,18,16.67,Sweet
Chesterville,"Cote, Adam Roland",17,96,17.71,Cote
Chesterville,"Dion, Mark N.",3,96,3.12,Dion_Mark
Chesterville,"Eves, Mark W.",8,96,8.33,Eves
Chesterville,"Mills, Janet T.",60,96,62.5,Mills
Chesterville,"Russell, Diane Marie",2,96,2.08,Russell
Chesterville,"Sweet, Elizabeth A.",6,96,6.25,Sweet
China,"Cote, Adam Roland",65,288,22.57,Cote
China,"Dion, Donna J.",3,288,1.04,Dion_Donna
China,"Dion, Mark N.",5,288,1.74,Dion_Mark
China,"Eves, Mark W.",32,288,11.11,Eves
China,"Mills, Janet T.",127,288,44.1,Mills
China,"Russell, Diane Marie",5,288,1.74,Russell
China,"Sweet, Elizabeth A.",51,288,17.71,Sweet
Clifton,"Cote, Adam Roland",11,45,24.44,Cote
Clifton,"Dion, Mark N.",1,45,2.22,Dion_Mark
Clifton,"Eves, Mark W.",9,45,20.0,Eves
Clifton,"Mills, Janet T.",13,45,28.89,Mills
Clifton,"Russell, Diane Marie",2,45,4.44,Russell
Clifton,"Sweet, Elizabeth A.",9,45,20.0,Sweet
Clinton,"Cote, Adam Roland",39,170,22.94,Cote
Clinton,"Dion, Donna J.",2,170,1.18,Dion_Donna
Clinton,"Dion, Mark N.",2,170,1.18,Dion_Mark
Clinton,"Eves, Mark W.",19,170,11.18,Eves
Clinton,"Mills, Janet T.",74,170,43.53,Mills
Clinton,"Russell, Diane Marie",1,170,0.59,Russell
Clinton,"Sweet, Elizabeth A.",33,170,19.41,Sweet
Columbia,"Cote, Adam Roland",4,15,26.67,Cote
Columbia,"Dion, Mark N.",1,15,6.67,Dion_Mark
Columbia,"Eves, Mark W.",3,15,20.0,Eves
Columbia,"Mills, Janet T.",7,15,46.67,Mills
Columbia Falls,"Cote, Adam Roland",2,25,8.0,Cote
Columbia Falls,"Dion, Mark N.",1,25,4.0,Dion_Mark
Columbia Falls,"Eves, Mark W.",5,25,20.0,Eves
Columbia Falls,"Mills, Janet T.",15,25,60.0,Mills
Columbia Falls,"Sweet, Elizabeth A.",2,25,8.0,Sweet
Connor Twp,"Cote, Adam Roland",7,14,50.0,Cote
Connor Twp,"Dion, Donna J.",1,14,7.14,Dion_Donna
Connor Twp,"Dion, Mark N.",2,14,14.29,Dion_Mark
Connor Twp,"Mills, Janet T.",4,14,28.57,Mills
Cooper,"Cote, Adam Roland",4,17,23.53,Cote
Cooper,"Eves, Mark W.",2,17,11.76,Eves
Cooper,"Mills, Janet T.",8,17,47.06,Mills
Cooper,"Sweet, Elizabeth A.",3,17,17.65,Sweet
Coplin Plt,"Cote, Adam Roland",7,14,50.0,Cote
Coplin Plt,"Dion, Mark N.",1,14,7.14,Dion_Mark
Coplin Plt,"Eves, Mark W.",1,14,7.14,Eves
Coplin Plt,"Mills, Janet T.",3,14,21.43,Mills
Coplin Plt,"Sweet, Elizabeth A.",2,14,14.29,Sweet
Corinna,"Cote, Adam Roland",23,98,23.47,Cote
Corinna,"Dion, Mark N.",2,98,2.04,Dion_Mark
Corinna,"Eves, Mark W.",17,98,17.35,Eves
Corinna,"Mills, Janet T.",38,98,38.78,Mills
Corinna,"Russell, Diane Marie",2,98,2.04,Russell
Corinna,"Sweet, Elizabeth A.",16,98,16.33,Sweet
Corinth,"Cote, Adam Roland",30,156,19.23,Cote
Corinth,"Dion, Donna J.",2,156,1.28,Dion_Donna
Corinth,"Dion, Mark N.",4,156,2.56,Dion_Mark
Corinth,"Eves, Mark W.",30,156,19.23,Eves
Corinth,"Mills, Janet T.",66,156,42.31,Mills
Corinth,"Russell, Diane Marie",2,156,1.28,Russell
Corinth,"Sweet, Elizabeth A.",22,156,14.1,Sweet
Cornish,"Cote, Adam Roland",28,127,22.05,Cote
Cornish,"Dion, Donna J.",2,127,1.57,Dion_Donna
Cornish,"Dion, Mark N.",5,127,3.94,Dion_Mark
Cornish,"Eves, Mark W.",4,127,3.15,Eves
Cornish,"Mills, Janet T.",58,127,45.67,Mills
Cornish,"Russell, Diane Marie",2,127,1.57,Russell
Cornish,"Sweet, Elizabeth A.",28,127,22.05,Sweet
Cornville,"Cote, Adam Roland",12,74,16.22,Cote
Cornville,"Dion, Mark N.",1,74,1.35,Dion_Mark
Cornville,"Eves, Mark W.",3,74,4.05,Eves
Cornville,"Mills, Janet T.",43,74,58.11,Mills
Cornville,"Sweet, Elizabeth A.",15,74,20.27,Sweet
Cranberry Isles,"Cote, Adam Roland",7,36,19.44,Cote
Cranberry Isles,"Dion, Mark N.",2,36,5.56,Dion_Mark
Cranberry Isles,"Eves, Mark W.",9,36,25.0,Eves
Cranberry Isles,"Mills, Janet T.",7,36,19.44,Mills
Cranberry Isles,"Russell, Diane Marie",1,36,2.78,Russell
Cranberry Isles,"Sweet, Elizabeth A.",10,36,27.78,Sweet
Crawford,"Mills, Janet T.",2,2,100.0,Mills
Cross Lake Twp,"Cote, Adam Roland",3,14,21.43,Cote
Cross Lake Twp,"Eves, Mark W.",1,14,7.14,Eves
Cross Lake Twp,"Mills, Janet T.",8,14,57.14,Mills
Cross Lake Twp,"Sweet, Elizabeth A.",2,14,14.29,Sweet
Crystal,"Dion, Donna J.",1,4,25.0,Dion_Donna
Crystal,"Eves, Mark W.",2,4,50.0,Eves
Crystal,"Mills, Janet T.",1,4,25.0,Mills
Cumberland,"Cote, Adam Roland",265,698,37.97,Cote
Cumberland,"Dion, Donna J.",6,698,0.86,Dion_Donna
Cumberland,"Dion, Mark N.",24,698,3.44,Dion_Mark
Cumberland,"Eves, Mark W.",99,698,14.18,Eves
Cumberland,"Mills, Janet T.",210,698,30.09,Mills
Cumberland,"Russell, Diane Marie",10,698,1.43,Russell
Cumberland,"Sweet, Elizabeth A.",84,698,12.03,Sweet
Cushing,"Cote, Adam Roland",39,133,29.32,Cote
Cushing,"Dion, Mark N.",4,133,3.01,Dion_Mark
Cushing,"Eves, Mark W.",29,133,21.8,Eves
Cushing,"Mills, Janet T.",40,133,30.08,Mills
Cushing,"Russell, Diane Marie",2,133,1.5,Russell
Cushing,"Sweet, Elizabeth A.",19,133,14.29,Sweet
Cutler,"Cote, Adam Roland",9,22,40.91,Cote
Cutler,"Dion, Mark N.",1,22,4.55,Dion_Mark
Cutler,"Eves, Mark W.",1,22,4.55,Eves
Cutler,"Mills, Janet T.",10,22,45.45,Mills
Cutler,"Sweet, Elizabeth A.",1,22,4.55,Sweet
Cyr Plt,"Cote, Adam Roland",5,12,41.67,Cote
Cyr Plt,"Dion, Donna J.",1,12,8.33,Dion_Donna
Cyr Plt,"Dion, Mark N.",1,12,8.33,Dion_Mark
Cyr Plt,"Mills, Janet T.",5,12,41.67,Mills
Dallas Plt,"Cote, Adam Roland",4,36,11.11,Cote
Dallas Plt,"Dion, Mark N.",2,36,5.56,Dion_Mark
Dallas Plt,"Eves, Mark W.",5,36,13.89,Eves
Dallas Plt,"Mills, Janet T.",22,36,61.11,Mills
Dallas Plt,"Sweet, Elizabeth A.",3,36,8.33,Sweet
Damariscotta,"Cote, Adam Roland",68,308,22.08,Cote
Damariscotta,"Dion, Donna J.",4,308,1.3,Dion_Donna
Damariscotta,"Dion, Mark N.",11,308,3.57,Dion_Mark
Damariscotta,"Eves, Mark W.",45,308,14.61,Eves
Damariscotta,"Mills, Janet T.",111,308,36.04,Mills
Damariscotta,"Russell, Diane Marie",7,308,2.27,Russell
Damariscotta,"Sweet, Elizabeth A.",62,308,20.13,Sweet
Danforth,"Cote, Adam Roland",9,27,33.33,Cote
Danforth,"Dion, Mark N.",2,27,7.41,Dion_Mark
Danforth,"Mills, Janet T.",12,27,44.44,Mills
Danforth,"Russell, Diane Marie",1,27,3.7,Russell
Danforth,"Sweet, Elizabeth A.",3,27,11.11,Sweet
Dayton,"Cote, Adam Roland",38,127,29.92,Cote
Dayton,"Dion, Donna J.",11,127,8.66,Dion_Donna
Dayton,"Dion, Mark N.",5,127,3.94,Dion_Mark
Dayton,"Eves, Mark W.",12,127,9.45,Eves
Dayton,"Mills, Janet T.",43,127,33.86,Mills
Dayton,"Russell, Diane Marie",1,127,0.79,Russell
Dayton,"Sweet, Elizabeth A.",17,127,13.39,Sweet
Deblois,"Cote, Adam Roland",3,6,50.0,Cote
Deblois,"Mills, Janet T.",3,6,50.0,Mills
Dedham,"Cote, Adam Roland",31,158,19.62,Cote
Dedham,"Dion, Donna J.",1,158,0.63,Dion_Donna
Dedham,"Dion, Mark N.",6,158,3.8,Dion_Mark
Dedham,"Eves, Mark W.",27,158,17.09,Eves
Dedham,"Mills, Janet T.",54,158,34.18,Mills
Dedham,"Russell, Diane Marie",9,158,5.7,Russell
Dedham,"Sweet, Elizabeth A.",30,158,18.99,Sweet
Deer Isle,"Cote, Adam Roland",65,300,21.67,Cote
Deer Isle,"Dion, Mark N.",6,300,2.0,Dion_Mark
Deer Isle,"Eves, Mark W.",38,300,12.67,Eves
Deer Isle,"Mills, Janet T.",111,300,37.0,Mills
Deer Isle,"Russell, Diane Marie",4,300,1.33,Russell
Deer Isle,"Sweet, Elizabeth A.",76,300,25.33,Sweet
Denmark,"Cote, Adam Roland",29,106,27.36,Cote
Denmark,"Dion, Mark N.",9,106,8.49,Dion_Mark
Denmark,"Eves, Mark W.",8,106,7.55,Eves
Denmark,"Mills, Janet T.",40,106,37.74,Mills
Denmark,"Russell, Diane Marie",3,106,2.83,Russell
Denmark,"Sweet, Elizabeth A.",17,106,16.04,Sweet
Dennysville,"Cote, Adam Roland",10,38,26.32,Cote
Dennysville,"Eves, Mark W.",5,38,13.16,Eves
Dennysville,"Mills, Janet T.",10,38,26.32,Mills
Dennysville,"Russell, Diane Marie",1,38,2.63,Russell
Dennysville,"Sweet, Elizabeth A.",12,38,31.58,Sweet
Detroit,"Cote, Adam Roland",12,43,27.91,Cote
Detroit,"Dion, Donna J.",2,43,4.65,Dion_Donna
Detroit,"Eves, Mark W.",5,43,11.63,Eves
Detroit,"Mills, Janet T.",17,43,39.53,Mills
Detroit,"Russell, Diane Marie",1,43,2.33,Russell
Detroit,"Sweet, Elizabeth A.",6,43,13.95,Sweet
Dexter,"Cote, Adam Roland",52,177,29.38,Cote
Dexter,"Dion, Mark N.",4,177,2.26,Dion_Mark
Dexter,"Eves, Mark W.",15,177,8.47,Eves
Dexter,"Mills, Janet T.",75,177,42.37,Mills
Dexter,"Russell, Diane Marie",2,177,1.13,Russell
Dexter,"Sweet, Elizabeth A.",29,177,16.38,Sweet
Dixfield,"Cote, Adam Roland",28,126,22.22,Cote
Dixfield,"Dion, Donna J.",1,126,0.79,Dion_Donna
Dixfield,"Dion, Mark N.",9,126,7.14,Dion_Mark
Dixfield,"Eves, Mark W.",17,126,13.49,Eves
Dixfield,"Mills, Janet T.",52,126,41.27,Mills
Dixfield,"Russell, Diane Marie",2,126,1.59,Russell
Dixfield,"Sweet, Elizabeth A.",17,126,13.49,Sweet
Dixmont,"Cote, Adam Roland",27,108,25.0,Cote
Dixmont,"Dion, Donna J.",1,108,0.93,Dion_Donna
Dixmont,"Dion, Mark N.",6,108,5.56,Dion_Mark
Dixmont,"Eves, Mark W.",17,108,15.74,Eves
Dixmont,"Mills, Janet T.",31,108,28.7,Mills
Dixmont,"Russell, Diane Marie",2,108,1.85,Russell
Dixmont,"Sweet, Elizabeth A.",24,108,22.22,Sweet
Dover-Foxcroft,"Cote, Adam Roland",69,240,28.75,Cote
Dover-Foxcroft,"Dion, Donna J.",3,240,1.25,Dion_Donna
Dover-Foxcroft,"Dion, Mark N.",5,240,2.08,Dion_Mark
Dover-Foxcroft,"Eves, Mark W.",19,240,7.92,Eves
Dover-Foxcroft,"Mills, Janet T.",92,240,38.33,Mills
Dover-Foxcroft,"Russell, Diane Marie",8,240,3.33,Russell
Dover-Foxcroft,"Sweet, Elizabeth A.",44,240,18.33,Sweet
Dresden,"Cote, Adam Roland",38,192,19.79,Cote
Dresden,"Dion, Donna J.",1,192,0.52,Dion_Donna
Dresden,"Dion, Mark N.",6,192,3.12,Dion_Mark
Dresden,"Eves, Mark W.",19,192,9.9,Eves
Dresden,"Mills, Janet T.",56,192,29.17,Mills
Dresden,"Russell, Diane Marie",4,192,2.08,Russell
Dresden,"Sweet, Elizabeth A.",68,192,35.42,Sweet
Durham,"Cote, Adam Roland",99,312,31.73,Cote
Durham,"Dion, Donna J.",6,312,1.92,Dion_Donna
Durham,"Dion, Mark N.",12,312,3.85,Dion_Mark
Durham,"Eves, Mark W.",46,312,14.74,Eves
Durham,"Mills, Janet T.",89,312,28.53,Mills
Durham,"Russell, Diane Marie",14,312,4.49,Russell
Durham,"Sweet, Elizabeth A.",46,312,14.74,Sweet
Dyer Brook,"Cote, Adam Roland",1,10,10.0,Cote
Dyer Brook,"Dion, Donna J.",1,10,10.0,Dion_Donna
Dyer Brook,"Mills, Janet T.",7,10,70.0,Mills
Dyer Brook,"Sweet, Elizabeth A.",1,10,10.0,Sweet
E Twp,"Cote, Adam Roland",1,2,50.0,Cote
E Twp,"Sweet, Elizabeth A.",1,2,50.0,Sweet
Eagle Lake,"Cote, Adam Roland",19,80,23.75,Cote
Eagle Lake,"Dion, Donna J.",1,80,1.25,Dion_Donna
Eagle Lake,"Dion, Mark N.",5,80,6.25,Dion_Mark
Eagle Lake,"Eves, Mark W.",6,80,7.5,Eves
Eagle Lake,"Mills, Janet T.",34,80,42.5,Mills
Eagle Lake,"Russell, Diane Marie",2,80,2.5,Russell
Eagle Lake,"Sweet, Elizabeth A.",13,80,16.25,Sweet
East Machias,"Cote, Adam Roland",18,87,20.69,Cote
East Machias,"Dion, Mark N.",1,87,1.15,Dion_Mark
East Machias,"Eves, Mark W.",14,87,16.09,Eves
East Machias,"Mills, Janet T.",27,87,31.03,Mills
East Machias,"Russell, Diane Marie",3,87,3.45,Russell
East Machias,"Sweet, Elizabeth A.",24,87,27.59,Sweet
East Millinocket,"Cote, Adam Roland",62,177,35.03,Cote
East Millinocket,"Dion, Donna J.",1,177,0.56,Dion_Donna
East Millinocket,"Dion, Mark N.",6,177,3.39,Dion_Mark
East Millinocket,"Eves, Mark W.",13,177,7.34,Eves
East Millinocket,"Mills, Janet T.",70,177,39.55,Mills
East Millinocket,"Sweet, Elizabeth A.",25,177,14.12,Sweet
Eastbrook,"Cote, Adam Roland",4,14,28.57,Cote
Eastbrook,"Dion, Donna J.",1,14,7.14,Dion_Donna
Eastbrook,"Dion, Mark N.",1,14,7.14,Dion_Mark
Eastbrook,"Mills, Janet T.",7,14,50.0,Mills
Eastbrook,"Sweet, Elizabeth A.",1,14,7.14,Sweet
Easton,"Cote, Adam Roland",26,74,35.14,Cote
Easton,"Dion, Donna J.",5,74,6.76,Dion_Donna
Easton,"Dion, Mark N.",4,74,5.41,Dion_Mark
Easton,"Eves, Mark W.",5,74,6.76,Eves
Easton,"Mills, Janet T.",17,74,22.97,Mills
Easton,"Russell, Diane Marie",1,74,1.35,Russell
Easton,"Sweet, Elizabeth A.",16,74,21.62,Sweet
Eastport,"Cote, Adam Roland",37,153,24.18,Cote
Eastport,"Dion, Donna J.",2,153,1.31,Dion_Donna
Eastport,"Dion, Mark N.",4,153,2.61,Dion_Mark
Eastport,"Eves, Mark W.",14,153,9.15,Eves
Eastport,"Mills, Janet T.",57,153,37.25,Mills
Eastport,"Russell, Diane Marie",6,153,3.92,Russell
Eastport,"Sweet, Elizabeth A.",33,153,21.57,Sweet
Eddington,"Cote, Adam Roland",34,120,28.33,Cote
Eddington,"Dion, Donna J.",1,120,0.83,Dion_Donna
Eddington,"Dion, Mark N.",5,120,4.17,Dion_Mark
Eddington,"Eves, Mark W.",22,120,18.33,Eves
Eddington,"Mills, Janet T.",45,120,37.5,Mills
Eddington,"Russell, Diane Marie",1,120,0.83,Russell
Eddington,"Sweet, Elizabeth A.",12,120,10.0,Sweet
Edgecomb,"Cote, Adam Roland",42,151,27.81,Cote
Edgecomb,"Dion, Mark N.",9,151,5.96,Dion_Mark
Edgecomb,"Eves, Mark W.",20,151,13.25,Eves
Edgecomb,"Mills, Janet T.",55,151,36.42,Mills
Edgecomb,"Russell, Diane Marie",2,151,1.32,Russell
Edgecomb,"Sweet, Elizabeth A.",23,151,15.23,Sweet
Edinburg,"Cote, Adam Roland",3,13,23.08,Cote
Edinburg,"Dion, Mark N.",1,13,7.69,Dion_Mark
Edinburg,"Eves, Mark W.",1,13,7.69,Eves
Edinburg,"Mills, Janet T.",6,13,46.15,Mills
Edinburg,"Sweet, Elizabeth A.",2,13,15.38,Sweet
Eliot,"Cote, Adam Roland",107,809,13.23,Cote
Eliot,"Dion, Donna J.",12,809,1.48,Dion_Donna
Eliot,"Dion, Mark N.",11,809,1.36,Dion_Mark
Eliot,"Eves, Mark W.",373,809,46.11,Eves
Eliot,"Mills, Janet T.",158,809,19.53,Mills
Eliot,"Russell, Diane Marie",31,809,3.83,Russell
Eliot,"Sweet, Elizabeth A.",117,809,14.46,Sweet
Ellsworth,"Cote, Adam Roland",142,611,23.24,Cote
Ellsworth,"Dion, Donna J.",6,611,0.98,Dion_Donna
Ellsworth,"Dion, Mark N.",11,611,1.8,Dion_Mark
Ellsworth,"Eves, Mark W.",102,611,16.69,Eves
Ellsworth,"Mills, Janet T.",210,611,34.37,Mills
Ellsworth,"Russell, Diane Marie",15,611,2.45,Russell
Ellsworth,"Sweet, Elizabeth A.",125,611,20.46,Sweet
Embden,"Cote, Adam Roland",5,44,11.36,Cote
Embden,"Dion, Mark N.",6,44,13.64,Dion_Mark
Embden,"Eves, Mark W.",2,44,4.55,Eves
Embden,"Mills, Janet T.",24,44,54.55,Mills
Embden,"Russell, Diane Marie",1,44,2.27,Russell
Embden,"Sweet, Elizabeth A.",6,44,13.64,Sweet
Enfield,"Cote, Adam Roland",27,107,25.23,Cote
Enfield,"Dion, Donna J.",2,107,1.87,Dion_Donna
Enfield,"Dion, Mark N.",3,107,2.8,Dion_Mark
Enfield,"Eves, Mark W.",9,107,8.41,Eves
Enfield,"Mills, Janet T.",52,107,48.6,Mills
Enfield,"Russell, Diane Marie",1,107,0.93,Russell
Enfield,"Sweet, Elizabeth A.",13,107,12.15,Sweet
Etna,"Cote, Adam Roland",27,64,42.19,Cote
Etna,"Eves, Mark W.",9,64,14.06,Eves
Etna,"Mills, Janet T.",17,64,26.56,Mills
Etna,"Russell, Diane Marie",3,64,4.69,Russell
Etna,"Sweet, Elizabeth A.",8,64,12.5,Sweet
Eustis,"Cote, Adam Roland",5,40,12.5,Cote
Eustis,"Dion, Mark N.",1,40,2.5,Dion_Mark
Eustis,"Eves, Mark W.",5,40,12.5,Eves
Eustis,"Mills, Janet T.",22,40,55.0,Mills
Eustis,"Sweet, Elizabeth A.",7,40,17.5,Sweet
Exeter,"Cote, Adam Roland",15,50,30.0,Cote
Exeter,"Dion, Donna J.",1,50,2.0,Dion_Donna
Exeter,"Dion, Mark N.",3,50,6.0,Dion_Mark
Exeter,"Eves, Mark W.",6,50,12.0,Eves
Exeter,"Mills, Janet T.",19,50,38.0,Mills
Exeter,"Sweet, Elizabeth A.",6,50,12.0,Sweet
Fairfield,"Cote, Adam Roland",99,400,24.75,Cote
Fairfield,"Dion, Donna J.",7,400,1.75,Dion_Donna
Fairfield,"Dion, Mark N.",15,400,3.75,Dion_Mark
Fairfield,"Eves, Mark W.",30,400,7.5,Eves
Fairfield,"Mills, Janet T.",174,400,43.5,Mills
Fairfield,"Russell, Diane Marie",13,400,3.25,Russell
Fairfield,"Sweet, Elizabeth A.",62,400,15.5,Sweet
Falmouth,"Cote, Adam Roland",840,2005,41.9,Cote
Falmouth,"Dion, Donna J.",11,2005,0.55,Dion_Donna
Falmouth,"Dion, Mark N.",101,2005,5.04,Dion_Mark
Falmouth,"Eves, Mark W.",208,2005,10.37,Eves
Falmouth,"Mills, Janet T.",572,2005,28.53,Mills
Falmouth,"Russell, Diane Marie",33,2005,1.65,Russell
Falmouth,"Sweet, Elizabeth A.",240,2005,11.97,Sweet
Farmingdale,"Cote, Adam Roland",78,255,30.59,Cote
Farmingdale,"Dion, Mark N.",6,255,2.35,Dion_Mark
Farmingdale,"Eves, Mark W.",16,255,6.27,Eves
Farmingdale,"Mills, Janet T.",82,255,32.16,Mills
Farmingdale,"Russell, Diane Marie",3,255,1.18,Russell
Farmingdale,"Sweet, Elizabeth A.",70,255,27.45,Sweet
Farmington,"Cote, Adam Roland",51,568,8.98,Cote
Farmington,"Dion, Donna J.",2,568,0.35,Dion_Donna
Farmington,"Dion, Mark N.",7,568,1.23,Dion_Mark
Farmington,"Eves, Mark W.",24,568,4.23,Eves
Farmington,"Mills, Janet T.",414,568,72.89,Mills
Farmington,"Russell, Diane Marie",7,568,1.23,Russell
Farmington,"Sweet, Elizabeth A.",63,568,11.09,Sweet
Fayette,"Cote, Adam Roland",31,150,20.67,Cote
Fayette,"Dion, Mark N.",6,150,4.0,Dion_Mark
Fayette,"Eves, Mark W.",21,150,14.0,Eves
